Asset Name,Work Order Address,Date/Time Created,Customer Name,Work Description,Completion Note,Part Description,Quantity,Part Name,WO#,Billing Account Name,Completion_Note_cleaned
2010213091303,2230 E. Plaza Blvd. National City CA 91950 US,2021-08-13 08:02:43,6783 Starbucks Corporate,"2010213091303:Close Door Error:Recurring error ""Door is open""","Completed 8/13/21 @ 145pm

Left merrychef 
Sn# 2010213091303
208vac
L Mag 8.3amps , R Mag 8.3amsp 
Heater 11 amps

Errors on oven 
E086, E099, E100

Notes 
Blown 20amp fuse 
Replaced and tested door switches","Microswitch, Short Arm",2,30Z1477,ST6783011,Welbilt,complete 81321 145pmleft merrychef Sn 2010213091303208vacl Mag 83amps R Mag 83amsp Heater 11 ampsErrors oven e086 E099 E100Notes blown 20amp fuse Replaced door switch
2010213091303,2230 E. Plaza Blvd. National City CA 91950 US,2021-08-13 08:02:43,6783 Starbucks Corporate,"2010213091303:Close Door Error:Recurring error ""Door is open""","Completed 8/13/21 @ 145pm

Left merrychef 
Sn# 2010213091303
208vac
L Mag 8.3amps , R Mag 8.3amsp 
Heater 11 amps

Errors on oven 
E086, E099, E100

Notes 
Blown 20amp fuse 
Replaced and tested door switches",Short Lever Microswitch,1,30Z1566,ST6783011,Welbilt,complete 81321 145pmleft merrychef Sn 2010213091303208vacl Mag 83amps R Mag 83amsp Heater 11 ampsErrors oven e086 E099 E100Notes blown 20amp fuse Replaced door switch
2010213091303,2230 E. Plaza Blvd. National City CA 91950 US,2021-09-09 09:13:48,6783 Starbucks Corporate,"2010213091303:Other:Oven says ""constant key press detected call service support","Completed w FCC 9/10/21 @554am

Notes 
Unplug oven and plug back in 
Issue resolved
Inspected for damage 
No damage to overlay 
All tests pass",nan,0,,ST6783012,Starbucks,complete w FCC 91021 Unplug oven plug back issue resolvedinspecte damage damage overlay test pass
2010213091303,2230 E. Plaza Blvd. National City CA 91950 US,2022-03-28 16:58:40,6783 Starbucks Corporate,2010213091303:Other:One of the metal rods that hold up the warming tray is damaged (partly melted). This has caused a corner of the tray to melt directly over this spot.,"Completed 3/29/2022

S/N# 2010213091303

L amps—8.5

R amps—8.5

Heaters—10.5

Faults—0

Notes—replaced studs and instructed the customer to order new plates for both ovens",e2s Cavity X4 Stub Kit Replacement C-Pla,1,PSB1148,ST6783013,Starbucks,complete 3292022SN 2010213091303L amps—85R amps—85heaters—105faults—0note — replace stud instruct customer order new plate oven
2010213091303,2230 E. Plaza Blvd. National City CA 91950 US,2022-06-23 09:11:07,6783 Starbucks Corporate,2010213091303:Menu Issue:Oven not updated to summer 2,"Merrychef 
208
8.3,8.3amps 
10.6 amps 
E107 comm error 

Notes 
Already updated menu but tech 
Uploaded new menu anyways on both ovens 

All tests pass",nan,0,,ST6783015,Starbucks,Merrychef 2088383amp 106 amp e107 comm error note already update menu tech Uploaded new menu anyways oven test pass
2010213091303,2230 E. Plaza Blvd. National City CA 91950 US,2022-07-17 11:12:00,6783 Starbucks Corporate,"2010213091303:Other:Left side oven displays ""oven door open"" error even though the door is closed. It is an intermittent issue and is starting to appear more often.","Left oven Merrychef 
8.3,8.3 amps 
10.6 amps 
Open door 

Notes 
Open door error 
Tech found food stopping door from closing sometimes 
Adjusted door switch 
All tests pass",nan,0,,ST6783016,Starbucks,leave oven Merrychef 8383 amp 106 amp open door Notes open door error tech find food stop door close sometimes adjust door switch test pass
2010213091303,2230 E. Plaza Blvd. National City CA 91950 US,2022-09-13 02:25:14,6783 Starbucks Corporate,2010213091303:Loud Noises:NAME: OCTAVIANO SH: C/B: LOCATION:6783 ISSUE: L MERRY CHEF OVEN - loud excessive noise HOURS: 24 HOURS QR: 7290291167 2010213091303,"Merrychef oven
208 vac
8.3,8.3 amps 
10.6

Notes 
Using oven / Cooking with no food in oven
Oven arching on pegs cook tray and stirer blades 
Replaced stirrer blades and cook studs 
Mod to order cook trays 
All tests pass",e2s Cavity X4 Stub Kit Replacement C-Pla,1,PSB1148,ST6783017,Starbucks,merrychef oven208 vac8383 amp 106note use oven Cooking food ovenoven arch peg cook tray stirer blade replace stirrer blade cook stud Mod order cook tray test pass
2010213091303,2230 E. Plaza Blvd. National City CA 91950 US,2022-09-13 02:25:14,6783 Starbucks Corporate,2010213091303:Loud Noises:NAME: OCTAVIANO SH: C/B: LOCATION:6783 ISSUE: L MERRY CHEF OVEN - loud excessive noise HOURS: 24 HOURS QR: 7290291167 2010213091303,"Merrychef oven
208 vac
8.3,8.3 amps 
10.6

Notes 
Using oven / Cooking with no food in oven
Oven arching on pegs cook tray and stirer blades 
Replaced stirrer blades and cook studs 
Mod to order cook trays 
All tests pass",E2S X2 STIRR&P/PLATE KIT DUAL MAG KIT,1,PSR141,ST6783017,Starbucks,merrychef oven208 vac8383 amp 106note use oven Cooking food ovenoven arch peg cook tray stirer blade replace stirrer blade cook stud Mod order cook tray test pass
2010213091303,2230 E. Plaza Blvd. National City CA 91950 US,2022-10-30 10:17:16,6783 Starbucks Corporate,2010213091303:101 Magnetron Failure:Magnetron failed,"Merrychef
Sn# 2010213091303
208 volts 
8.4,8.4amps
10.6 amps 
E101 error 



Notes 
Tech found left microwave circuit under amping
Causing the E101 error 
Left circuit only had 3.3amps. Through troubleshooting I found that the Magnetron was faulty.
Replaced left magnetron and retested unit 
All test pass","Magnetron, Toshiba 2M303H Based",1,P30Z1415,ST6783018,Starbucks,MerrychefSn 2010213091303208 volt 8484amps106 amp E101 error Notes Tech find leave microwave circuit ampingcause E101 error leave circuit 33amp troubleshooting find Magnetron faultyreplaced leave magnetron reteste unit test pass
2010213091303,2230 E. Plaza Blvd. National City CA 91950 US,2022-12-18 11:40:16,6783 Starbucks Corporate,"2010213091303:Other:Oven works fine, but the display jolted inside. Oven door seems to be more sensitive than the other door in that it slams easily which is why it may have jolted around.","208v

8.00 amps each mag circuit 
17.00 amps mags combined 

10.0 amps heater 

0 faults 

Unit display issue 

Upon inspecting unit found that the display was loose and causing the screen to shift down. 

Tightened all loose mounting screws. 

Adjusted display to be centered. 

Tested unit all test passed at 0 faults 

All oven functions working properly",nan,0,,ST6783019,Starbucks,208v800 amp mag circuit 1700 amp mag combine 100 amp heater 0 fault unit display issue upon inspect unit find display loose cause screen shift tighten loose mount screw adjusted display center unit test pass 0 fault oven function work properly
2010213091303,2230 E. Plaza Blvd. National City CA 91950 US,2022-12-19 12:06:16,6783 Starbucks Corporate,"2010213091303:Other:Oven display fell slighty, it is off center. It was repaired this morning 12/19/2022 but an hour later the same issue happened.","Left Merrychef 
208 vac
8.3,8.3 amps 
10.7 amps 
No errors 

Notes 
Tech found broken display 
Replaced display and updated menu version 
All tests pass","Touch Screen PC Board, QTS UI",1,P30Z5009,ST6783020,Starbucks,leave Merrychef 208 vac8383 amp 107 amp error Notes Tech find broken display Replaced display update menu version test pass
2010213091303,2230 E. Plaza Blvd. National City CA 91950 US,2022-12-21 16:39:18,6783 Starbucks Corporate,2010213091303:Other:Oven touch screen slow to respond,"Merrychef 
208 vac
8.3,8.3 amps 
10.7 amps 
No errors 

Notes
All tests pass removed the washers and wiped grease off overlay 
Display is working properly Al tests pas",nan,0,,ST6783021,Starbucks,merrychef 208 vac8383 amp 107 amp error NotesAll test pass remove washer wipe grease overlay Display work properly Al test pas
2010213091303,2230 E. Plaza Blvd. National City CA 91950 US,2023-01-09 13:55:06,6783 Starbucks Corporate,"2010213091303:Close Door Error:The oven door opens and closes but after closing it still shows that the door is open, followed by the beeping after the door has been ""open"" for some time. Requires very firmly shutting the door before the message disappears and it reads as closed again.","208v

8.00 amps each mag circuit 
17.00 amps mags combined 

11.00 amps heater 

Unit door issue 

Upon inspecting unit found that the door was closing but switch not fully recognizing. 

Oven door switches needed an adjustment 

Adjusted all switches 

Tested unit all test passed at 0 faults 

All oven functions working properly",nan,0,,ST6783022,Starbucks,208v800 amp mag circuit 1700 amp mag combine 1100 amp heater Unit door issue upon inspect unit find door closing switch fully recognize Oven door switch need adjustment adjust switch unit test pass 0 fault oven function work properly
2010213091303,2230 E. Plaza Blvd. National City CA 91950 US,2023-06-08 09:54:21,6783 Starbucks Corporate,"2010213091303:104 Mag/Cavity Overheat Trip:Left oven stopped functioning and is giving an error code with message: ""OVERHEAT STATS RELEASED"". We have already turned it off to cool down and it worked for less than 20 minutes before giving same error code. Error code: E104 Serial number:2010213091303 Model: eikon e2s star UI VER: V 005.000.005 SRB VER: V 005.000.000","Merrychef 
208 vac
8.3,8.3amps 
10.8 amps 
No errors 

Notes
Overheating mags 
Tech replaced both mags","Magnetron, Toshiba 2M303H Based",2,P30Z1415,ST6783025,Starbucks,merrychef 208 vac8383amps 108 amp error NotesOverheating mag Tech replace mag
nan,2230 E. Plaza Blvd. National City CA 91950 US,2023-06-16 01:22:01,6783 Starbucks Corporate,"2010213091303:104 Mag/Cavity Overheat Trip:Left oven stopped functioning and is giving an error code with message: ""OVERHEAT STATS RELEASED"". We have already turned it off to cool down and it worked for less than 20 minutes before giving same error code. Error code: E104 Serial number:2010213091303 Model: eikon e2s star UI VER: V 005.000.005 SRB VER: V 005.000.000",Mag warranty,nan,0,,ST6783026,Welbilt,Mag warranty
2010213091303,2230 E. Plaza Blvd. National City CA 91950 US,2024-01-25 12:50:49,6783 Starbucks Corporate,"2010213091303:Door Issue:Left oven says door is open when it is fully closed, starts beeping.","MOD Carlos

Merrychef 
VAC 208
AMPS 8.4,8.5
COMBINED 16.9
HEATER AMPS 10.6
Faults: door open message 

Notes:
Tech observed damaged door frame assembly 
Tech Replaced door frame assembly and adjusted door switches 
Conducted Op Test 
All Tests Passed","Door Frame Assembly, e2s",1,PSB214,ST6783028,Starbucks,MOD CarlosMerrychef VAC 208AMPS 8485combine 169heater AMPS 106fault door open message NotesTech observe damaged door frame assembly Tech Replaced door frame assembly adjust door switch conduct Op Test Tests pass
2010213091303,2230 E. Plaza Blvd. National City CA 91950 US,2024-03-26 08:48:37,6783 Starbucks Corporate,"2010213091303:Close Door Error:Left oven says door is open when it is closed, continuous beep.","MOD Carlos

Merrychef 
VAC 208
AMPS 8.7,8.5
COMBINED 17.2
HEATER AMPS 10.8
Faults: door open message

Notes:
Tech observed blown fuse and broken door switch action lever
Tech Replaced fuse and door switches 
Conducted Op Test 
All Tests Passed","Microswitch Kit, Door, E2S",1,PSR271,ST6783031,Starbucks,MOD CarlosMerrychef VAC 208AMPS 8785combined 172HEATER AMPS 108faults door open messageNotesTech observe blow fuse break door switch action levertech replace fuse door switch conduct Op Test Tests pass
2010213091303,2230 E. Plaza Blvd. National City CA 91950 US,2024-04-09 07:20:45,6783 Starbucks Corporate,"2010213091303:Close Door Error:Left oven has a Door is open error code staying on but the door is closed. Oven keeps beeping because of it. Recurring issue , just put a ticket in for this problem on the same oven about two weeks ago","MOD David

Merrychef 
VAC 208
AMPS 8.7,8.5
COMBINED 17.2
HEATER AMPS 10.8
Faults: door open message 

Notes:
Tech observed blown fuse 
Tech adjusted door switches 
Conducted Op Test 
All Tests Passed","Fuse, 20A",1,30Z1177,ST6783032,Starbucks,MOD DavidMerrychef VAC 208AMPS 8785combined 172HEATER AMPS 108faults door open message NotesTech observe blow fuse Tech adjust door switch conduct Op Test Tests pass
2011213090689,480 N Main St Corona CA 92880 US,2021-01-15 14:07:57,55319 Starbucks Corporate,2011213090689:104 Mag/Cavity Overheat Trip:*as per store oven is giving error code E104. SN verified E104 sh: 4am-11pm,"208v
8.00 mag amps each

Unit heat err 
Upon inspecting unit found that the unit was unable to warm up and reading code 104 temp issue. The unit overheated and caused the temp reset button to trip. Reset button. Ran oven to temp. Tested unit oven working as normal.",nan,0,,ST55319018,Starbucks,208v800 mag amp eachunit heat err upon inspect unit find unit unable warm reading code 104 temp issue unit overheat cause temp reset button trip Reset button Ran oven temp unit oven work normal
2011213090689,480 N Main St Corona CA 92880 US,2021-10-12 03:54:20,55319 Starbucks Corporate,2011213090689:Other:It seems like handle got unscrewed somehow from the inside.,"Left E2S
2011213090689

Broken door handle

Left Mag. 8.2
Right Mag 8.4

Checked EC, tightened screws, added loctite, tested unit, all functions working properly.

Rebecca",nan,0,,ST55319021,Starbucks,leave e2s2011213090689broken door handleleft Mag 82Right Mag 84checke EC tighten screw add loctite unit function work properlyrebecca
2011213090689,480 N Main St Corona CA 92880 US,2022-03-29 11:51:20,55319 Starbucks Corporate,2011213090689:Other:CONSTANT KEY PRESS ERROR TREID CALLING STORE TO HAVE THEM UNOLUG NO ANSWER 9513717275,"Completed 3/29/2022

S/N#2011213090689

L amps—8.5

R amps—8.6

Heaters—10.5

Faults—constant key press

Unplugged the oven then plugged it back in",nan,0,,ST55319024,Starbucks,complete 3292022SN amps—85R amps—86heaters—105fault — constant key pressunplugged oven plug back
2011213090689,480 N Main St Corona CA 92880 US,2022-07-16 06:04:22,55319 Starbucks Corporate,2011213090689:116 Heater OFF on Request:Oven beeping alerting the heater is failing with error code E116 (left side oven) The oven was unplugged and plugged back in. No visible debris is present.,"Left Merrychef 
8.3,8.3 
10.6 amps 
E116 heat failure 

Notes 
Heat failure 
Tech found faulty Srb board
Replaced and tested 
All tests pass",Control PCB UNI SRB,1,P30Z5021,ST55319025,Starbucks,leave Merrychef 8383 106 amp e116 heat failure Notes Heat failure tech find faulty Srb boardreplace test pass
2011213090689,480 N Main St Corona CA 92880 US,2022-08-13 15:59:21,55319 Starbucks Corporate,2011213090689:Loud Noises:Oven began making loud electrical cracking noise when warming.,"LeftE2S 

Faults
0

Volts
208

Amps
R8.3
L-8.2

Heater Amps 
10.9

Checked EC , oven needs new cook plates tech has spoken to manager on 2 occasions about ordering plates and no order has been made plates are becoming worse.

Tested unit all tests passed with zero faults 

MOD",nan,0,,ST55319026,Starbucks,LeftE2S Faults0Volts208AmpsR83L82Heater Amps 109checke EC oven need new cook plate tech speak manager 2 occasion order plate order make plate become worseteste unit test pass zero fault MOD
2011213090689,480 N Main St Corona CA 92880 US,2022-11-09 11:46:46,55319 Starbucks Corporate,2011213090689:Other:I believe its missing a screw needs to be fixed asap,"LeftE2S 

Faults
0

Volts
208v

Amps
R-8.5
L-8.5

Amps
11

Checked ec, display housing missing screw

Replaced screw and updated menu , tested unit all tests passed with zero faults 

Deleah",nan,0,,ST55319027,Starbucks,LeftE2S Faults0Volts208vAmpsR85L85Amps11Checked ec display housing miss screwreplaced screw update menu unit test pass zero fault deleah
2011213090689,480 N Main St Corona CA 92880 US,2022-11-19 10:31:50,55319 Starbucks Corporate,2011213090689:101 Magnetron Failure:e101 magnetron fail to energize,"208v

8.00 amps each mag circuit 
17.00 amps mags combined 

10.00 amps heater 

Unit mag error 

Upon inspecting unit found that the left circuit was only producing 3 amps. 

Left circuit had a bad mag and waveguide 

Installed parts 

Tested unit all test passed at 0 faults 

All oven functions working properly",E2S X2 STIRR&P/PLATE KIT DUAL MAG KIT,1,PSR141,ST55319028,Starbucks,208v800 amp mag circuit 1700 amp mag combine 1000 amp heater Unit mag error upon inspect unit find leave circuit produce 3 amp leave circuit bad mag waveguide instal part unit test pass 0 fault oven function work properly
2011213090689,480 N Main St Corona CA 92880 US,2022-11-19 10:31:50,55319 Starbucks Corporate,2011213090689:101 Magnetron Failure:e101 magnetron fail to energize,"208v

8.00 amps each mag circuit 
17.00 amps mags combined 

10.00 amps heater 

Unit mag error 

Upon inspecting unit found that the left circuit was only producing 3 amps. 

Left circuit had a bad mag and waveguide 

Installed parts 

Tested unit all test passed at 0 faults 

All oven functions working properly",E2S W/GUIDE&P/PLATE KIT,1,PSR317,ST55319028,Starbucks,208v800 amp mag circuit 1700 amp mag combine 1000 amp heater Unit mag error upon inspect unit find leave circuit produce 3 amp leave circuit bad mag waveguide instal part unit test pass 0 fault oven function work properly
2011213090689,480 N Main St Corona CA 92880 US,2022-11-19 10:31:50,55319 Starbucks Corporate,2011213090689:101 Magnetron Failure:e101 magnetron fail to energize,"208v

8.00 amps each mag circuit 
17.00 amps mags combined 

10.00 amps heater 

Unit mag error 

Upon inspecting unit found that the left circuit was only producing 3 amps. 

Left circuit had a bad mag and waveguide 

Installed parts 

Tested unit all test passed at 0 faults 

All oven functions working properly","Magnetron, Toshiba 2M303H Based",1,P30Z1415,ST55319028,Starbucks,208v800 amp mag circuit 1700 amp mag combine 1000 amp heater Unit mag error upon inspect unit find leave circuit produce 3 amp leave circuit bad mag waveguide instal part unit test pass 0 fault oven function work properly
2011213090689,480 N Main St Corona CA 92880 US,2022-12-16 09:50:15,55319 Starbucks Corporate,2011213090689:116 Heater OFF on Request:Error code E116,"LeftE2S 

Faults
0

Volts
208

Amps
R-8.4
L-8.5

Heater Amps 
10.9

Checked EC, heater fail , bad SRB 

Replaced SRB, tested unit all tests passed with zero faults 

Adrian",Control PCB UNI SRB,1,P30Z5021,ST55319029,Starbucks,LeftE2S Faults0Volts208AmpsR84L85Heater Amps 109checke EC heater fail bad SRB Replaced SRB unit test pass zero fault Adrian
2011213090689,480 N Main St Corona CA 92880 US,2023-01-22 08:14:04,55319 Starbucks Corporate,2011213090689:Constant Key Press:Oven wont cook and just displays this message constay key press,"208

8.00 amps each mag circuit 
17.00 amps mags combined 

10.00 amps heater 

Faults 0 

Upon inspecting unit found that the screen froze on constant key press 

Unit reset. 
Calibrated screen. 

Loaded menu to current 

Tested unit all test passed at 0 faults 

All oven functions working properly",nan,0,,ST55319030,Starbucks,208800 amp mag circuit 1700 amp mag combine 1000 amp heater fault 0 upon inspect unit find screen freeze constant key press Unit reset calibrate screen Loaded menu current unit test pass 0 fault oven function work properly
2011213090689,480 N Main St Corona CA 92880 US,2023-01-26 12:17:35,55319 Starbucks Corporate,2011213090689:Close Door Error:NW Oven door wont fully close,"LeftE2S 

FaultS
0

Volts
208

Amps
R8.4
L-8.4

Heater Amps 
10.9

Checked EC , constant Key Press 

Restarted unit and calibrated screen, tested unit all tests passed with zero faults 

Alai",nan,0,,ST55319031,Starbucks,LeftE2S FaultS0Volts208AmpsR84L84Heater Amps 109checke EC constant Key Press restart unit calibrate screen unit test pass zero fault Alai
2011213090689,480 N Main St Corona CA 92880 US,2023-02-01 07:28:20,55319 Starbucks Corporate,2011213090689:Upper Impinger Plate:Top of oven came off screws,"208v

8.00 amps each mag circuit 
17.00 amps mags combined 

10.00 amps heater 

Faults 0

Unit impinger issue 

Upon inspecting unit found that the impinger plate fell down. 

Remounted impinger plate. 

Tested unit all test passed at 0 faults 

All oven functions working properly",nan,0,,ST55319032,Starbucks,208v800 amp mag circuit 1700 amp mag combine 1000 amp heater Faults 0unit impinger issue upon inspect unit find impinger plate fall remount impinger plate unit test pass 0 fault oven function work properly
2011213090689,480 N Main St Corona CA 92880 US,2023-02-21 05:40:33,55319 Starbucks Corporate,2011213090689:Upper Impinger Plate:Top plate of the oven has become completely detached. It was half off and dangling this morning when we came in and within an hour of use clattered to the bottom.,"208v

8.00 amps each mag circuit 
17.00 amps mags combined 

10.00 amps heater 

Unit impinger issue 

Upon inspecting unit found that the impinger plate was worn and not holding up. 

Unit had a worn and torn door gasket. 

Installed impinger and new gasket. 

Tested unit all test passed at 0 faults 

All oven functions working properly",PTFE Wrapped Impinger V2 E2S,1,PSB3168,ST55319033,Starbucks,208v800 amp mag circuit 1700 amp mag combine 1000 amp heater Unit impinger issue upon inspect unit find impinger plate wear hold Unit wear tear door gasket instal impinger new gasket unit test pass 0 fault oven function work properly
2011213090689,480 N Main St Corona CA 92880 US,2023-02-21 05:40:33,55319 Starbucks Corporate,2011213090689:Upper Impinger Plate:Top plate of the oven has become completely detached. It was half off and dangling this morning when we came in and within an hour of use clattered to the bottom.,"208v

8.00 amps each mag circuit 
17.00 amps mags combined 

10.00 amps heater 

Unit impinger issue 

Upon inspecting unit found that the impinger plate was worn and not holding up. 

Unit had a worn and torn door gasket. 

Installed impinger and new gasket. 

Tested unit all test passed at 0 faults 

All oven functions working properly","Door Seal, E2S",1,PSB316,ST55319033,Starbucks,208v800 amp mag circuit 1700 amp mag combine 1000 amp heater Unit impinger issue upon inspect unit find impinger plate wear hold Unit wear tear door gasket instal impinger new gasket unit test pass 0 fault oven function work properly
2011213090689,480 N Main St Corona CA 92880 US,2023-06-03 08:18:32,55319 Starbucks Corporate,2011213090689:Air Filter Error:Air filter message is still coming up. Checked if it was all okay and it was,"Left MerryChef E2S

2011213090689

208V

Faults -E099

Amps-16.8
Left Circuit-8.4
Right Circuit-8.4
Heaters-10.8

Air Filter Damaged not being able to be positioned correctly intern not activating the air filter sensor properly.

I replaced the air filter. Stirrer working properly, Cooling fans working properly, Air filter cleaned and positioned properly. Checked EC, test unit, all test pass without faults.",Air Filter Frame Assy,1,SB326,ST55319034,Starbucks,leave MerryChef E2S2011213090689208VFaults e099amps168left circuit84right Circuit84Heaters108Air Filter damage able position correctly intern activate air filter sensor properlyI replace air filter Stirrer work properly cool fan work properly Air filter clean position properly check EC test unit test pass without fault
2011213090689,480 N Main St Corona CA 92880 US,2023-10-10 06:04:04,55319 Starbucks Corporate,2011213090689:Loose Door Handle:Oven handle broke off. Is still in place but do need a new one,"208v

8.00 amps each mag circuit 
17.9 amps mags combined 

10.00 amps heater 

Faults 
Door issue 

Upon inspecting unit found that the oven door handle broke off. 

Found the gasket worn and damaged. 

Replaced handle and door gasket. 

Tested unit all working properly","Door Seal, E2S",1,PSB316,ST55319037,Starbucks,208v800 amp mag circuit 179 amp mag combine 1000 amp heater Faults Door issue upon inspect unit find oven door handle break find gasket wear damage Replaced handle door gasket unit work properly
2011213090689,480 N Main St Corona CA 92880 US,2023-10-10 06:04:04,55319 Starbucks Corporate,2011213090689:Loose Door Handle:Oven handle broke off. Is still in place but do need a new one,"208v

8.00 amps each mag circuit 
17.9 amps mags combined 

10.00 amps heater 

Faults 
Door issue 

Upon inspecting unit found that the oven door handle broke off. 

Found the gasket worn and damaged. 

Replaced handle and door gasket. 

Tested unit all working properly","Door Handle Assembly, Us e2s",1,PSB3123,ST55319037,Starbucks,208v800 amp mag circuit 179 amp mag combine 1000 amp heater Faults Door issue upon inspect unit find oven door handle break find gasket wear damage Replaced handle door gasket unit work properly
2011213090689,480 N Main St Corona CA 92880 US,2023-11-29 08:37:53,55319 Starbucks Corporate,2011213090689:Close Door Error:Says door is open when its closedn,"208v

Left oven 

8.00 amps each circuit 
17.00 amps circuits combined 

10.00 amps heater 

Faults 
Door err 

Upon inspecting unit found that the oven was reading door err 

Found the switches worn and blown fuse. 

Door skin paint fading and causing burn risk. 

Replaced parts. 

Tested unit all working properly",DOOR SKIN BLACK,1,SB382,ST55319038,Starbucks,208vleft oven 800 amp circuit 1700 amp circuit combine 1000 amp heater Faults Door err upon inspect unit find oven read door err find switch wear blow fuse Door skin paint fade cause burn risk Replaced part unit work properly
2011213090689,480 N Main St Corona CA 92880 US,2023-11-29 08:37:53,55319 Starbucks Corporate,2011213090689:Close Door Error:Says door is open when its closedn,"208v

Left oven 

8.00 amps each circuit 
17.00 amps circuits combined 

10.00 amps heater 

Faults 
Door err 

Upon inspecting unit found that the oven was reading door err 

Found the switches worn and blown fuse. 

Door skin paint fading and causing burn risk. 

Replaced parts. 

Tested unit all working properly","Microswitch Kit, Door, E2S",1,PSR271,ST55319038,Starbucks,208vleft oven 800 amp circuit 1700 amp circuit combine 1000 amp heater Faults Door err upon inspect unit find oven read door err find switch wear blow fuse Door skin paint fade cause burn risk Replaced part unit work properly
2011213090689,480 N Main St Corona CA 92880 US,2023-11-29 08:37:53,55319 Starbucks Corporate,2011213090689:Close Door Error:Says door is open when its closedn,"208v

Left oven 

8.00 amps each circuit 
17.00 amps circuits combined 

10.00 amps heater 

Faults 
Door err 

Upon inspecting unit found that the oven was reading door err 

Found the switches worn and blown fuse. 

Door skin paint fading and causing burn risk. 

Replaced parts. 

Tested unit all working properly","Fuse, 20A",1,30Z1177,ST55319038,Starbucks,208vleft oven 800 amp circuit 1700 amp circuit combine 1000 amp heater Faults Door err upon inspect unit find oven read door err find switch wear blow fuse Door skin paint fade cause burn risk Replaced part unit work properly
2011213090689,480 N Main St Corona CA 92880 US,2023-12-27 06:08:29,55319 Starbucks Corporate,2011213090689:101 Magnetron Failure:Will warm sometimes but message keeps popping up,"Mod adrian

Left Merrychef 
208 vac
8.3,8.3 
10.7 amps 
E101 mag failure 

Notes
Left oven low amps left side","Magnetron, Toshiba 2M303H Based",2,P30Z1415,ST55319040,Starbucks,Mod adrianLeft Merrychef 208 vac8383 107 amp E101 mag failure NotesLeft oven low amp leave side
2011213090689,480 N Main St Corona CA 92880 US,2023-12-27 06:08:29,55319 Starbucks Corporate,2011213090689:101 Magnetron Failure:Will warm sometimes but message keeps popping up,"Mod adrian

Left Merrychef 
208 vac
8.3,8.3 
10.7 amps 
E101 mag failure 

Notes
Left oven low amps left side","Touch Screen PC Board, QTS UI",1,P30Z5009,ST55319040,Starbucks,Mod adrianLeft Merrychef 208 vac8383 107 amp E101 mag failure NotesLeft oven low amp leave side
2011213090689,480 N Main St Corona CA 92880 US,2023-12-27 06:08:29,55319 Starbucks Corporate,2011213090689:101 Magnetron Failure:Will warm sometimes but message keeps popping up,"Mod adrian

Left Merrychef 
208 vac
8.3,8.3 
10.7 amps 
E101 mag failure 

Notes
Left oven low amps left side",PTFE Wrapped Impinger V2 E2S,1,PSB3168,ST55319040,Starbucks,Mod adrianLeft Merrychef 208 vac8383 107 amp E101 mag failure NotesLeft oven low amp leave side
2011213090689,480 N Main St Corona CA 92880 US,2023-12-27 06:08:29,55319 Starbucks Corporate,2011213090689:101 Magnetron Failure:Will warm sometimes but message keeps popping up,"Mod adrian

Left Merrychef 
208 vac
8.3,8.3 
10.7 amps 
E101 mag failure 

Notes
Left oven low amps left side",E2S X2 STIRR&P/PLATE KIT DUAL MAG KIT,1,PSR141,ST55319040,Starbucks,Mod adrianLeft Merrychef 208 vac8383 107 amp E101 mag failure NotesLeft oven low amp leave side
2011213090689,480 N Main St Corona CA 92880 US,2023-12-29 10:29:00,55319 Starbucks Corporate,2011213090689:Foul Odor:Oven smelling like something is burning and making a rattling noise.,"208v

Left oven 

8.90 mag amps each circuit 
17.90 amp combined 

11.00 heater amps 

Faults 
Mag fail

Upon inspecting unit found that the right circuit was only producing 2 amps. 

Found a worn mag and stir motor on left circuit not working. 

Replaced parts. 

Tested unit all working properly","Stirrer Motor Assembly, 240V, 50HZ, E2S",1,PSR240,ST55319041,Starbucks,208vleft oven 890 mag amp circuit 1790 amp combine 1100 heater amp Faults Mag failupon inspect unit find right circuit produce 2 amp find wear mag stir motor leave circuit work Replaced part unit work properly
2011213090689,480 N Main St Corona CA 92880 US,2024-02-27 10:10:24,55319 Starbucks Corporate,2011213090689:Other:Filter door keeps falling down,"208/
Cc 319449
Door and filter ok 
LM 8.5
RM8.4
H 10.5
BF ok
RF 10-100

Filter door keeps falling down dirty EC clogged vents and air filter causing over heating damaged studs and tray causing arcing door frame is bent causing door to lean sideways 

Tested unit all test passed","Door Frame Assembly, e2s",1,PSB214,ST55319042,Starbucks,208cc 319449door filter LM 85rm84h 105BF okrf 10100filter door keep fall dirty EC clog vent air filter cause heating damage stud tray cause arc door frame bent cause door lean sideways unit test pass
2011213090689,480 N Main St Corona CA 92880 US,2024-02-27 10:10:24,55319 Starbucks Corporate,2011213090689:Other:Filter door keeps falling down,"208/
Cc 319449
Door and filter ok 
LM 8.5
RM8.4
H 10.5
BF ok
RF 10-100

Filter door keeps falling down dirty EC clogged vents and air filter causing over heating damaged studs and tray causing arcing door frame is bent causing door to lean sideways 

Tested unit all test passed","Microswitch Kit, Door, E2S",1,PSR271,ST55319042,Starbucks,208cc 319449door filter LM 85rm84h 105BF okrf 10100filter door keep fall dirty EC clog vent air filter cause heating damage stud tray cause arc door frame bent cause door lean sideways unit test pass
